order_id,delivered_time,packing_time
1931,2025-06-23 10:13:40,2025-06-23 09:55:00
2002,2025-06-23 10:58:40,2025-06-23 10:41:40
2143,2025-06-23 11:43:40,2025-06-23 11:26:40
1463,2025-06-23 08:39:20,2025-06-23 08:20:40
1500,2025-06-23 09:24:20,2025-06-23 09:09:20
1801,2025-06-23 10:12:40,2025-06-23 09:56:00
1896,2025-06-23 11:01:00,2025-06-23 10:42:20
1932,2025-06-23 11:47:00,2025-06-23 11:31:00
1968,2025-06-23 12:30:00,2025-06-23 12:14:00
2079,2025-06-23 13:17:40,2025-06-23 13:00:20
1610,2025-06-23 08:36:00,2025-06-23 08:20:00
1744,2025-06-23 09:20:40,2025-06-23 09:03:20
1802,2025-06-23 10:10:20,2025-06-23 09:54:00
1842,2025-06-23 10:57:40,2025-06-23 10:41:00
2121,2025-06-23 11:43:20,2025-06-23 11:27:00
2176,2025-06-23 12:29:20,2025-06-23 12:12:20
2182,2025-06-23 13:13:20,2025-06-23 12:56:20
1798,2025-06-23 08:37:40,2025-06-23 08:20:20
1963,2025-06-23 09:23:00,2025-06-23 09:07:20
2054,2025-06-23 10:11:00,2025-06-23 09:54:00
2119,2025-06-23 10:55:00,2025-06-23 10:39:00
2202,2025-06-23 11:44:00,2025-06-23 11:27:00
1616,2025-06-23 08:45:20,2025-06-23 08:29:40
1936,2025-06-23 09:29:00,2025-06-23 09:12:40
2024,2025-06-23 10:14:40,2025-06-23 09:57:20
2047,2025-06-23 10:58:40,2025-06-23 10:41:40
2205,2025-06-23 11:42:00,2025-06-23 11:25:20
1587,2025-06-23 08:39:20,2025-06-23 08:22:40
1641,2025-06-23 09:22:40,2025-06-23 09:07:00
1867,2025-06-23 10:14:40,2025-06-23 09:56:40
2115,2025-06-23 10:58:00,2025-06-23 10:41:20
2158,2025-06-23 11:44:40,2025-06-23 11:27:20
1543,2025-06-23 08:40:20,2025-06-23 08:22:40
1552,2025-06-23 09:30:20,2025-06-23 09:12:20
1602,2025-06-23 10:19:40,2025-06-23 10:02:00
1780,2025-06-23 11:03:40,2025-06-23 10:46:40
1836,2025-06-23 11:53:20,2025-06-23 11:36:00
1922,2025-06-23 12:44:20,2025-06-23 12:25:20
2085,2025-06-23 13:31:40,2025-06-23 13:16:00
1532,2025-06-23 08:46:40,2025-06-23 08:30:20
1540,2025-06-23 09:29:40,2025-06-23 09:14:40
1639,2025-06-23 10:18:40,2025-06-23 10:02:40
1693,2025-06-23 11:06:20,2025-06-23 10:49:00
1884,2025-06-23 11:48:20,2025-06-23 11:34:20
1495,2025-06-23 08:32:40,2025-06-23 08:16:20
1564,2025-06-23 09:25:00,2025-06-23 09:06:20
1585,2025-06-23 10:09:00,2025-06-23 09:53:00
1634,2025-06-23 10:54:20,2025-06-23 10:37:40
1685,2025-06-23 11:42:40,2025-06-23 11:25:00
1768,2025-06-23 12:29:20,2025-06-23 12:13:00
1967,2025-06-23 13:17:20,2025-06-23 13:01:20
2019,2025-06-23 13:58:00,2025-06-23 13:42:40
2039,2025-06-23 14:45:00,2025-06-23 14:28:00
2178,2025-06-23 15:34:00,2025-06-23 15:16:00
1479,2025-06-23 08:44:20,2025-06-23 08:28:40
1586,2025-06-23 09:34:00,2025-06-23 09:17:40
1588,2025-06-23 10:18:40,2025-06-23 10:03:20
1612,2025-06-23 08:44:00,2025-06-23 08:27:00
1997,2025-06-23 09:36:00,2025-06-23 09:17:00
2200,2025-06-23 10:21:00,2025-06-23 10:05:00
1691,2025-06-23 08:36:20,2025-06-23 08:18:40
1739,2025-06-23 09:21:20,2025-06-23 09:05:20
1912,2025-06-23 10:10:40,2025-06-23 09:53:00
2001,2025-06-23 10:56:20,2025-06-23 10:40:00
1470,2025-06-23 08:44:00,2025-06-23 08:30:00
1593,2025-06-23 09:29:40,2025-06-23 09:14:20
1779,2025-06-23 10:19:00,2025-06-23 10:02:20
1875,2025-06-23 11:08:20,2025-06-23 10:49:40
1918,2025-06-23 11:50:00,2025-06-23 11:34:40
2122,2025-06-23 12:37:40,2025-06-23 12:20:20
2134,2025-06-23 13:27:40,2025-06-23 13:10:40
1455,2025-06-23 08:42:20,2025-06-23 08:25:40
1465,2025-06-23 09:29:40,2025-06-23 09:14:00
1468,2025-06-23 10:11:40,2025-06-23 09:56:40
1515,2025-06-23 10:55:00,2025-06-23 10:39:20
1533,2025-06-23 11:40:40,2025-06-23 11:25:20
878,2025-06-23 08:31:00,2025-06-23 08:13:00
1497,2025-06-23 09:15:40,2025-06-23 09:00:20
1718,2025-06-23 10:02:40,2025-06-23 09:46:40
1916,2025-06-23 10:48:00,2025-06-23 10:30:20
2080,2025-06-23 11:36:20,2025-06-23 11:19:40
1469,2025-06-23 08:43:20,2025-06-23 08:28:40
1499,2025-06-23 09:25:20,2025-06-23 09:10:20
1505,2025-06-23 10:16:20,2025-06-23 09:58:20
1670,2025-06-23 11:00:20,2025-06-23 10:43:20
1684,2025-06-23 11:48:40,2025-06-23 11:31:00
1882,2025-06-23 12:30:40,2025-06-23 12:15:40
1622,2025-06-23 08:49:40,2025-06-23 08:31:20
1660,2025-06-23 09:33:40,2025-06-23 09:17:40
1713,2025-06-23 10:17:40,2025-06-23 09:59:40
2159,2025-06-23 11:03:00,2025-06-23 10:45:20
2193,2025-06-23 11:53:40,2025-06-23 11:36:20
1502,2025-06-23 08:32:40,2025-06-23 08:17:20
1517,2025-06-23 09:19:40,2025-06-23 09:03:40
1795,2025-06-23 10:08:40,2025-06-23 09:51:40
1458,2025-06-23 08:41:20,2025-06-23 08:23:40
1825,2025-06-23 09:27:20,2025-06-23 09:10:20
1927,2025-06-23 10:12:00,2025-06-23 09:57:40
2101,2025-06-23 11:02:00,2025-06-23 10:44:00
958,2025-06-23 08:02:00,
1439,2025-06-23 08:48:40,2025-06-23 08:32:20
1510,2025-06-23 09:36:40,2025-06-23 09:18:40
1750,2025-06-23 10:20:40,2025-06-23 10:02:40
1788,2025-06-23 11:06:20,2025-06-23 10:49:00
1926,2025-06-23 11:50:00,2025-06-23 11:33:40
2034,2025-06-23 12:39:40,2025-06-23 12:21:20
2070,2025-06-23 13:26:20,2025-06-23 13:10:00
2095,2025-06-23 14:15:00,2025-06-23 13:57:40
1203,2025-06-23 08:25:20,2025-06-23 08:09:00
1486,2025-06-23 09:11:40,2025-06-23 08:53:00
1542,2025-06-23 09:56:40,2025-06-23 09:40:40
1604,2025-06-23 10:48:40,2025-06-23 10:31:40
1700,2025-06-23 11:36:40,2025-06-23 11:18:40
1851,2025-06-23 12:22:00,2025-06-23 12:06:20
2003,2025-06-23 13:05:20,2025-06-23 12:49:40
2011,2025-06-23 13:49:20,2025-06-23 13:35:20
2097,2025-06-23 14:33:00,2025-06-23 14:18:40
2104,2025-06-23 15:19:00,2025-06-23 15:03:00
2186,2025-06-23 16:00:20,2025-06-23 15:45:40
1440,2025-06-23 08:33:00,2025-06-23 08:18:00
1742,2025-06-23 08:42:20,2025-06-23 08:25:40
1775,2025-06-23 09:28:40,2025-06-23 09:13:00
1833,2025-06-23 10:14:00,2025-06-23 09:57:20
2008,2025-06-23 10:57:00,2025-06-23 10:42:00
2099,2025-06-23 11:42:40,2025-06-23 11:25:20
1544,2025-06-23 08:46:40,2025-06-23 08:30:20
1617,2025-06-23 09:32:40,2025-06-23 09:15:40
1643,2025-06-23 10:16:20,2025-06-23 10:01:00
2006,2025-06-23 11:04:40,2025-06-23 10:47:00
2046,2025-06-23 11:45:40,2025-06-23 11:31:40
2093,2025-06-23 12:30:20,2025-06-23 12:15:00
2147,2025-06-23 13:17:00,2025-06-23 13:00:40
1678,2025-06-23 08:36:20,2025-06-23 08:19:40
1702,2025-06-23 09:19:20,2025-06-23 09:04:20
1828,2025-06-23 10:04:20,2025-06-23 09:48:20
1974,2025-06-23 10:50:40,2025-06-23 10:34:00
2073,2025-06-23 11:36:20,2025-06-23 11:20:00
2116,2025-06-23 12:20:20,2025-06-23 12:05:20
2117,2025-06-23 13:05:20,2025-06-23 12:48:20
2139,2025-06-23 13:51:40,2025-06-23 13:34:00
2162,2025-06-23 14:35:40,2025-06-23 14:20:40
1249,2025-06-23 08:17:40,2025-06-23 08:00:00
1857,2025-06-23 08:56:20,2025-06-23 08:42:00
2146,2025-06-23 09:41:40,2025-06-23 09:26:00
1492,2025-06-23 08:51:00,2025-06-23 08:34:00
1531,2025-06-23 09:34:00,2025-06-23 09:19:00
1577,2025-06-23 10:16:20,2025-06-23 09:59:40
1925,2025-06-23 11:04:40,2025-06-23 10:47:00
1993,2025-06-23 11:54:40,2025-06-23 11:37:40
2075,2025-06-23 12:42:00,2025-06-23 12:23:20
2213,2025-06-23 13:30:00,2025-06-23 13:12:00
1481,2025-06-23 08:45:00,2025-06-23 08:27:00
1535,2025-06-23 09:30:00,2025-06-23 09:13:00
1557,2025-06-23 10:16:20,2025-06-23 09:59:40
1774,2025-06-23 11:02:00,2025-06-23 10:45:40
1817,2025-06-23 11:47:20,2025-06-23 11:30:40
1838,2025-06-23 12:32:20,2025-06-23 12:16:20
1935,2025-06-23 13:24:40,2025-06-23 13:06:00
1939,2025-06-23 14:08:20,2025-06-23 13:52:00
1674,2025-06-23 08:50:20,2025-06-23 08:32:40
2030,2025-06-23 09:36:20,2025-06-23 09:18:20
2086,2025-06-23 10:22:40,2025-06-23 10:06:00
1590,2025-06-23 08:36:00,2025-06-23 08:19:00
1635,2025-06-23 09:24:20,2025-06-23 09:07:40
1654,2025-06-23 10:15:20,2025-06-23 09:56:20
1672,2025-06-23 10:57:20,2025-06-23 10:42:20
1748,2025-06-23 11:48:20,2025-06-23 11:30:20
1883,2025-06-23 12:37:40,2025-06-23 12:21:00
2049,2025-06-23 13:23:40,2025-06-23 13:05:40
2112,2025-06-23 14:08:20,2025-06-23 13:51:00
2184,2025-06-23 14:54:00,2025-06-23 14:37:40
1538,2025-06-23 08:32:20,2025-06-23 08:16:40
1717,2025-06-23 09:15:20,2025-06-23 08:58:20
1854,2025-06-23 10:02:00,2025-06-23 09:45:40
2010,2025-06-23 10:47:40,2025-06-23 10:31:20
2096,2025-06-23 11:29:20,2025-06-23 11:14:00
2179,2025-06-23 12:14:40,2025-06-23 11:59:00
1385,2025-06-23 08:14:00,
1488,2025-06-23 08:53:40,2025-06-23 08:38:20
1644,2025-06-23 09:40:20,2025-06-23 09:25:00
1738,2025-06-23 10:22:20,2025-06-23 10:06:20
1862,2025-06-23 11:06:20,2025-06-23 10:50:20
1988,2025-06-23 11:51:20,2025-06-23 11:34:20
2009,2025-06-23 12:37:20,2025-06-23 12:21:20
1321,2025-06-23 08:27:00,2025-06-23 08:09:00
1467,2025-06-23 09:14:20,2025-06-23 08:55:40
1524,2025-06-23 10:02:20,2025-06-23 09:45:20
1688,2025-06-23 10:45:00,2025-06-23 10:30:40
1778,2025-06-23 11:25:20,2025-06-23 11:10:40
1923,2025-06-23 12:13:40,2025-06-23 11:56:00
1961,2025-06-23 13:00:00,2025-06-23 12:44:20
1847,2025-06-23 08:48:00,2025-06-23 08:31:00
1853,2025-06-23 09:38:20,2025-06-23 09:20:40
2144,2025-06-23 10:25:20,2025-06-23 10:07:20
1449,2025-06-23 08:42:00,2025-06-23 08:28:00
1629,2025-06-23 09:27:00,2025-06-23 09:11:00
1648,2025-06-23 10:12:40,2025-06-23 09:57:20
1690,2025-06-23 11:02:20,2025-06-23 10:45:00
1826,2025-06-23 11:44:00,2025-06-23 11:27:40
1876,2025-06-23 12:29:20,2025-06-23 12:12:40
1212,2025-06-23 08:15:00,
1632,2025-06-23 09:04:20,2025-06-23 08:46:40
1695,2025-06-23 09:48:20,2025-06-23 09:33:20
1753,2025-06-23 10:29:20,2025-06-23 10:14:20
2123,2025-06-23 11:14:20,2025-06-23 10:58:20
2145,2025-06-23 12:00:20,2025-06-23 11:43:20
2207,2025-06-23 12:46:00,2025-06-23 12:30:40
1606,2025-06-23 08:47:20,2025-06-23 08:29:40
1764,2025-06-23 09:28:00,2025-06-23 09:12:40
1810,2025-06-23 10:11:00,2025-06-23 09:55:00
1812,2025-06-23 10:56:40,2025-06-23 10:41:20
1911,2025-06-23 11:44:20,2025-06-23 11:27:00
2173,2025-06-23 12:28:20,2025-06-23 12:13:20
2212,2025-06-23 13:16:20,2025-06-23 13:00:20
1541,2025-06-23 08:45:40,2025-06-23 08:28:20
1909,2025-06-23 09:37:00,2025-06-23 09:18:20
2090,2025-06-23 10:19:40,2025-06-23 10:04:20
2161,2025-06-23 11:07:20,2025-06-23 10:49:00
2215,2025-06-23 11:51:00,2025-06-23 11:34:40
1509,2025-06-23 08:37:40,2025-06-23 08:23:20
1512,2025-06-23 09:22:00,2025-06-23 09:07:20
1526,2025-06-23 10:04:20,2025-06-23 09:48:40
1920,2025-06-23 10:55:40,2025-06-23 10:38:00
1933,2025-06-23 11:41:40,2025-06-23 11:24:40
1977,2025-06-23 12:27:20,2025-06-23 12:10:00
1493,2025-06-23 08:38:40,2025-06-23 08:21:20
1527,2025-06-23 09:24:20,2025-06-23 09:10:00
1554,2025-06-23 10:08:00,2025-06-23 09:52:40
1605,2025-06-23 10:52:40,2025-06-23 10:36:20
1855,2025-06-23 11:39:20,2025-06-23 11:21:00
2062,2025-06-23 12:25:00,2025-06-23 12:09:40
2148,2025-06-23 13:12:00,2025-06-23 12:56:00
1477,2025-06-23 08:50:40,2025-06-23 08:32:20
1483,2025-06-23 09:37:00,2025-06-23 09:21:20
1490,2025-06-23 10:21:40,2025-06-23 10:05:20
1649,2025-06-23 11:04:40,2025-06-23 10:48:40
1727,2025-06-23 11:56:40,2025-06-23 11:37:40
1865,2025-06-23 12:45:00,2025-06-23 12:27:20
1895,2025-06-23 13:31:20,2025-06-23 13:14:40
2105,2025-06-23 14:18:20,2025-06-23 14:01:20
1450,2025-06-23 08:48:20,2025-06-23 08:30:40
1584,2025-06-23 09:35:20,2025-06-23 09:19:20
1609,2025-06-23 10:19:00,2025-06-23 10:02:40
1740,2025-06-23 11:03:40,2025-06-23 10:49:20
1835,2025-06-23 11:47:00,2025-06-23 11:30:20
1906,2025-06-23 12:30:00,2025-06-23 12:14:00
1948,2025-06-23 13:14:20,2025-06-23 12:57:40
1719,2025-06-23 08:35:40,2025-06-23 08:20:20
1763,2025-06-23 09:24:00,2025-06-23 09:06:20
1799,2025-06-23 10:11:00,2025-06-23 09:53:00
1837,2025-06-23 11:04:00,2025-06-23 10:45:00
1955,2025-06-23 11:48:40,2025-06-23 11:31:20
2033,2025-06-23 12:33:20,2025-06-23 12:17:00
1529,2025-06-23 08:41:00,2025-06-23 08:25:00
1850,2025-06-23 09:26:20,2025-06-23 09:09:40
1856,2025-06-23 10:13:20,2025-06-23 09:56:20
1942,2025-06-23 10:59:20,2025-06-23 10:45:20
2018,2025-06-23 11:46:00,2025-06-23 11:29:40
2192,2025-06-23 12:31:00,2025-06-23 12:13:00
1461,2025-06-23 08:36:00,2025-06-23 08:20:00
1506,2025-06-23 09:26:40,2025-06-23 09:08:20
1652,2025-06-23 10:17:00,2025-06-23 10:00:20
2155,2025-06-23 11:08:20,2025-06-23 10:50:40
2172,2025-06-23 11:56:00,2025-06-23 11:38:40
1442,2025-06-23 08:43:40,2025-06-23 08:26:20
1444,2025-06-23 09:30:40,2025-06-23 09:13:40
1954,2025-06-23 10:17:20,2025-06-23 09:59:00
1791,2025-06-23 08:31:20,2025-06-23 08:16:40
1849,2025-06-23 09:14:40,2025-06-23 08:59:00
1880,2025-06-23 10:05:40,2025-06-23 09:47:40
1890,2025-06-23 10:52:00,2025-06-23 10:35:20
1024,2025-06-23 08:25:00,2025-06-23 08:07:00
1547,2025-06-23 09:06:20,2025-06-23 08:49:40
1558,2025-06-23 09:54:40,2025-06-23 09:37:00
1559,2025-06-23 10:42:20,2025-06-23 10:26:00
1596,2025-06-23 11:25:20,2025-06-23 11:09:20
1694,2025-06-23 12:10:00,2025-06-23 11:53:40
1696,2025-06-23 12:58:20,2025-06-23 12:40:40
1724,2025-06-23 13:40:20,2025-06-23 13:24:20
1653,2025-06-23 08:40:40,2025-06-23 08:25:20
1746,2025-06-23 09:29:00,2025-06-23 09:12:20
1758,2025-06-23 10:15:40,2025-06-23 09:59:20
1815,2025-06-23 10:56:40,2025-06-23 10:40:40
2052,2025-06-23 11:48:20,2025-06-23 11:30:00
2204,2025-06-23 12:33:00,2025-06-23 12:16:40
1441,2025-06-23 08:43:40,2025-06-23 08:28:20
1521,2025-06-23 09:33:20,2025-06-23 09:16:00
1852,2025-06-23 10:23:00,2025-06-23 10:04:40
1887,2025-06-23 11:15:00,2025-06-23 10:57:00
2031,2025-06-23 12:03:20,2025-06-23 11:46:40
2153,2025-06-23 12:46:40,2025-06-23 12:31:00
2191,2025-06-23 13:33:00,2025-06-23 13:16:20
1897,2025-06-23 08:35:40,2025-06-23 08:17:20
2056,2025-06-23 09:27:40,2025-06-23 09:09:40
2216,2025-06-23 10:18:20,2025-06-23 10:00:00
